ALDER;M;K;TOTAL;Modul
97;4;23;27;48
98;1;10;11;48
99;3;14;17;48
0;502;454;956;47
1;545;501;1046;47
2;586;506;1092;47
3;606;560;1166;47
4;641;603;1244;47
5;716;660;1376;47
6;735;718;1453;47
7;782;731;1513;47
8;793;788;1581;47
9;868;799;1667;47
10;855;823;1678;47
11;876;875;1751;47
12;867;800;1667;47
13;861;827;1688;47
14;901;815;1716;47
15;833;845;1678;47
16;831;815;1646;47
17;863;807;1670;47
18;840;783;1623;47
19;820;671;1491;47
20;760;609;1369;47
21;578;504;1082;47
22;529;409;938;47
23;507;368;875;47
24;457;363;820;47
25;455;387;842;47
26;448;415;863;47
27;462;433;895;47
28;429;435;864;47
29;444;437;881;47
30;450;461;911;47
31;444;412;856;47
32;460;520;980;47
33;457;540;997;47
34;517;533;1050;47
35;607;589;1196;47
36;644;692;1336;47
37;634;735;1369;47
38;655;717;1372;47
39;761;817;1578;47
40;856;953;1809;47
41;890;940;1830;47
42;912;955;1867;47
43;987;1034;2021;47
44;948;1004;1952;47
45;903;932;1835;47
46;891;940;1831;47
47;1061;971;2032;47
48;1105;1033;2138;47
49;1089;1046;2135;47
50;1094;1069;2163;47
51;1057;1035;2092;47
52;1021;1036;2057;47
53;971;885;1856;47
54;897;874;1771;47
55;850;841;1691;47
56;805;797;1602;47
57;816;787;1603;47
58;752;779;1531;47
59;757;769;1526;47
60;701;740;1441;47
61;696;745;1441;47
62;741;806;1547;47
63;671;768;1439;47
64;703;771;1474;47
65;758;817;1575;47
66;741;787;1528;47
67;804;885;1689;47
68;879;905;1784;47
69;946;953;1899;47
70;837;957;1794;47
71;836;859;1695;47
72;778;793;1571;47
73;689;721;1410;47
74;591;633;1224;47
75;608;589;1197;47
76;534;542;1076;47
77;437;478;915;47
78;404;447;851;47
79;379;415;794;47
80;327;364;691;47
81;266;295;561;47
82;220;292;512;47
83;209;260;469;47
84;179;221;400;47
85;135;208;343;47
86;127;177;304;47
87;93;179;272;47
88;81;153;234;47
89;60;117;177;47
90;56;92;148;47
91;35;72;107;47
92;30;69;99;47
93;25;45;70;47
94;13;42;55;47
95;6;25;31;47
96;2;32;34;47
97;6;18;24;47
98;4;12;16;47
99;7;10;17;47
0;542;541;1083;46
1;604;541;1145;46
2;606;593;1199;46
3;665;615;1280;46
4;613;625;1238;46
5;716;637;1353;46
6;680;667;1347;46
7;731;684;1415;46
8;682;620;1302;46
9;747;678;1425;46
10;644;637;1281;46
11;702;658;1360;46
12;731;670;1401;46
13;690;661;1351;46
14;688;622;1310;46
15;740;655;1395;46
16;653;672;1325;46
17;716;662;1378;46
18;702;623;1325;46
19;693;640;1333;46
20;683;661;1344;46
21;656;555;1211;46
22;582;559;1141;46
23;575;491;1066;46
24;550;475;1025;46
25;503;472;975;46
26;468;457;925;46
27;529;497;1026;46
28;485;502;987;46
29;508;553;1061;46
30;550;550;1100;46
31;466;490;956;46
32;556;509;1065;46
33;563;573;1136;46
34;549;566;1115;46
35;610;696;1306;46
36;606;645;1251;46
37;657;703;1360;46
38;646;697;1343;46
39;660;727;1387;46
40;760;810;1570;46
41;784;764;1548;46
42;719;789;1508;46
43;706;748;1454;46
44;813;771;1584;46
45;720;757;1477;46
46;741;762;1503;46
47;736;808;1544;46
48;851;837;1688;46
49;887;946;1833;46
50;884;899;1783;46
51;821;830;1651;46
52;838;826;1664;46
53;780;747;1527;46
54;707;683;1390;46
55;697;680;1377;46
56;692;663;1355;46
57;657;698;1355;46
58;654;630;1284;46
59;595;583;1178;46
60;588;589;1177;46
61;572;619;1191;46
62;542;582;1124;46
63;564;604;1168;46
64;490;584;1074;46
65;526;590;1116;46
66;521;537;1058;46
67;541;608;1149;46
68;544;676;1220;46
69;598;632;1230;46
70;527;651;1178;46
71;516;646;1162;46
72;527;579;1106;46
73;494;575;1069;46
74;409;549;958;46
75;374;559;933;46
76;373;490;863;46
77;370;472;842;46
78;346;441;787;46
79;293;435;728;46
80;273;365;638;46
81;237;325;562;46
82;223;298;521;46
83;203;280;483;46
84;158;221;379;46
85;135;206;341;46
86;101;217;318;46
87;109;196;305;46
88;81;156;237;46
89;68;160;228;46
90;70;121;191;46
91;31;103;134;46
92;40;80;120;46
93;24;72;96;46
94;18;55;73;46
95;12;52;64;46
96;10;29;39;46
97;6;22;28;46
98;0;17;17;46
99;2;7;9;46
0;685;621;1306;45
1;715;665;1380;45
2;692;629;1321;45
3;708;700;1408;45
4;713;690;1403;45
5;774;754;1528;45
6;778;697;1475;45
7;793;734;1527;45
8;771;754;1525;45
9;802;690;1492;45
10;714;728;1442;45
11;702;686;1388;45
12;718;656;1374;45
13;765;676;1441;45
14;766;705;1471;45
15;731;682;1413;45
16;757;715;1472;45
17;733;658;1391;45
18;746;685;1431;45
19;733;776;1509;45
20;832;752;1584;45
21;811;711;1522;45
22;757;750;1507;45
23;782;702;1484;45
24;667;683;1350;45
25;690;673;1363;45
26;735;623;1358;45
27;674;680;1354;45
28;683;654;1337;45
29;711;701;1412;45
30;669;734;1403;45
31;655;660;1315;45
32;676;672;1348;45
33;710;680;1390;45
34;726;725;1451;45
35;695;796;1491;45
36;814;708;1522;45
37;798;800;1598;45
38;803;774;1577;45
39;841;783;1624;45
40;843;845;1688;45
41;793;853;1646;45
42;809;812;1621;45
43;844;785;1629;45
44;812;764;1576;45
45;791;793;1584;45
46;773;748;1521;45
47;826;831;1657;45
48;857;837;1694;45
49;893;830;1723;45
50;878;869;1747;45
51;848;805;1653;45
52;857;782;1639;45
53;690;756;1446;45
54;728;650;1378;45
55;740;693;1433;45
56;605;667;1272;45
57;629;605;1234;45
58;585;596;1181;45
59;596;645;1241;45
60;625;620;1245;45
61;555;592;1147;45
62;582;586;1168;45
63;527;602;1129;45
64;556;550;1106;45
65;538;645;1183;45
66;557;622;1179;45
67;579;708;1287;45
68;631;701;1332;45
69;699;735;1434;45
70;689;741;1430;45
71;591;682;1273;45
72;553;638;1191;45
73;504;575;1079;45
74;425;466;891;45
75;438;457;895;45
76;342;415;757;45
77;297;406;703;45
78;282;329;611;45
79;257;285;542;45
80;209;279;488;45
81;188;248;436;45
82;174;208;382;45
83;168;198;366;45
84;126;161;287;45
85;94;164;258;45
86;89;124;213;45
87;76;98;174;45
88;62;109;171;45
89;52;88;140;45
90;30;86;116;45
91;28;40;68;45
92;16;61;77;45
93;12;35;47;45
94;15;25;40;45
95;6;24;30;45
96;5;17;22;45
97;2;7;9;45
98;1;11;12;45
99;0;4;4;45
0;639;615;1254;44
1;675;582;1257;44
2;659;620;1279;44
3;700;639;1339;44
4;726;643;1369;44
5;889;810;1699;44
6;823;770;1593;44
7;883;835;1718;44
8;844;832;1676;44
9;906;920;1826;44
10;914;901;1815;44
11;955;838;1793;44
12;927;886;1813;44
13;929;861;1790;44
14;864;868;1732;44
15;961;910;1871;44
16;959;847;1806;44
17;937;879;1816;44
18;977;932;1909;44
19;978;831;1809;44
20;985;818;1803;44
21;802;669;1471;44
22;654;573;1227;44
23;632;467;1099;44
24;533;506;1039;44
25;557;502;1059;44
26;570;487;1057;44
27;518;489;1007;44
28;524;522;1046;44
29;534;600;1134;44
30;542;546;1088;44
31;535;615;1150;44
32;548;637;1185;44
33;626;640;1266;44
34;602;607;1209;44
35;676;736;1412;44
36;735;730;1465;44
37;716;835;1551;44
38;796;833;1629;44
39;766;918;1684;44
40;889;1039;1928;44
41;1036;994;2030;44
42;969;1037;2006;44
43;1056;1164;2220;44
44;1093;1164;2257;44
45;999;1081;2080;44
46;988;1061;2049;44
47;1086;1110;2196;44
48;1129;1150;2279;44
49;1269;1266;2535;44
50;1185;1140;2325;44
51;1124;1079;2203;44
52;1062;1015;2077;44
53;978;974;1952;44
54;926;937;1863;44
55;887;845;1732;44
56;775;841;1616;44
57;786;786;1572;44
58;789;782;1571;44
59;750;724;1474;44
60;756;806;1562;44
61;718;733;1451;44
62;728;749;1477;44
63;684;764;1448;44
64;729;763;1492;44
65;725;850;1575;44
66;702;888;1590;44
67;807;877;1684;44
68;904;1047;1951;44
69;958;1070;2028;44
70;880;1006;1886;44
71;882;992;1874;44
72;875;876;1751;44
73;690;760;1450;44
74;594;623;1217;44
75;501;609;1110;44
76;506;560;1066;44
77;443;475;918;44
78;427;467;894;44
79;379;402;781;44
80;316;340;656;44
81;241;289;530;44
82;227;288;515;44
83;193;248;441;44
84;153;228;381;44
85;140;183;323;44
86;114;179;293;44
87;104;151;255;44
88;90;134;224;44
89;63;127;190;44
90;51;104;155;44
91;57;89;146;44
92;30;86;116;44
93;17;67;84;44
94;12;50;62;44
95;16;28;44;44
96;6;23;29;44
97;8;16;24;44
98;1;19;20;44
99;1;11;12;44
0;547;534;1081;43
1;598;573;1171;43
2;574;582;1156;43
3;639;641;1280;43
4;682;655;1337;43
5;800;738;1538;43
6;778;794;1572;43
7;821;804;1625;43
8;876;802;1678;43
9;935;876;1811;43
10;835;880;1715;43
11;913;838;1751;43
12;868;847;1715;43
13;862;838;1700;43
14;840;862;1702;43
15;911;877;1788;43
16;876;817;1693;43
17;929;837;1766;43
18;929;802;1731;43
19;913;939;1852;43
20;922;813;1735;43
21;977;834;1811;43
22;831;675;1506;43
23;773;653;1426;43
24;706;612;1318;43
25;668;597;1265;43
26;595;595;1190;43
27;627;524;1151;43
28;614;500;1114;43
29;578;525;1103;43
30;548;553;1101;43
31;560;547;1107;43
32;537;554;1091;43
33;579;569;1148;43
34;561;585;1146;43
35;639;653;1292;43
36;665;731;1396;43
37;702;751;1453;43
38;776;759;1535;43
39;797;865;1662;43
40;905;1017;1922;43
41;955;980;1935;43
42;967;1002;1969;43
43;978;1053;2031;43
44;992;988;1980;43
45;928;960;1888;43
46;926;1004;1930;43
47;1006;1012;2018;43
48;1110;1094;2204;43
49;1133;1171;2304;43
50;1061;1097;2158;43
51;1083;1044;2127;43
52;1011;1024;2035;43
53;906;888;1794;43
54;897;880;1777;43
55;906;832;1738;43
56;802;824;1626;43
57;808;843;1651;43
58;786;804;1590;43
59;769;815;1584;43
60;806;782;1588;43
61;732;770;1502;43
62;728;811;1539;43
63;686;718;1404;43
64;717;778;1495;43
65;737;823;1560;43
66;725;818;1543;43
67;779;767;1546;43
68;817;909;1726;43
69;849;952;1801;43
70;811;854;1665;43
71;752;834;1586;43
72;684;750;1434;43
73;618;683;1301;43
74;516;598;1114;43
75;491;569;1060;43
76;449;519;968;43
77;440;451;891;43
78;390;452;842;43
79;340;393;733;43
80;311;397;708;43
81;271;373;644;43
82;237;329;566;43
83;187;296;483;43
84;165;266;431;43
85;155;216;371;43
86;115;206;321;43
87;120;172;292;43
88;85;166;251;43
89;79;142;221;43
90;51;152;203;43
91;42;101;143;43
92;42;94;136;43
93;23;50;73;43
94;16;76;92;43
95;10;45;55;43
96;11;32;43;43
97;9;31;40;43
98;2;18;20;43
99;2;11;13;43
0;548;529;1077;42
1;542;517;1059;42
2;548;538;1086;42
3;598;567;1165;42
4;600;622;1222;42
5;693;642;1335;42
6;750;644;1394;42
7;752;719;1471;42
8;772;698;1470;42
9;720;684;1404;42
10;785;738;1523;42
11;781;717;1498;42
12;783;712;1495;42
13;839;758;1597;42
14;820;781;1601;42
15;790;759;1549;42
16;852;803;1655;42
17;823;780;1603;42
18;810;786;1596;42
19;821;729;1550;42
20;792;661;1453;42
21;765;570;1335;42
22;628;528;1156;42
23;622;517;1139;42
24;568;515;1083;42
25;558;501;1059;42
26;576;543;1119;42
27;605;483;1088;42
28;513;514;1027;42
29;514;540;1054;42
30;540;555;1095;42
31;580;508;1088;42
32;557;569;1126;42
33;544;546;1090;42
34;560;571;1131;42
35;599;632;1231;42
36;611;672;1283;42
37;707;719;1426;42
38;682;690;1372;42
39;709;709;1418;42
40;837;846;1683;42
41;802;814;1616;42
42;851;869;1720;42
43;891;894;1785;42
44;851;913;1764;42
45;816;885;1701;42
46;888;842;1730;42
47;913;884;1797;42
48;972;974;1946;42
49;1114;1030;2144;42
50;993;1013;2006;42
51;1023;1008;2031;42
52;940;982;1922;42
53;926;917;1843;42
54;848;915;1763;42
55;940;911;1851;42
56;880;919;1799;42
57;873;911;1784;42
58;880;919;1799;42
59;838;941;1779;42
60;852;880;1732;42
61;869;860;1729;42
62;936;912;1848;42
63;945;1031;1976;42
64;859;919;1778;42
65;916;923;1839;42
66;935;933;1868;42
67;922;1000;1922;42
68;1043;1029;2072;42
69;1132;1065;2197;42
70;900;996;1896;42
71;883;902;1785;42
72;783;813;1596;42
73;727;727;1454;42
74;591;667;1258;42
75;586;599;1185;42
76;561;539;1100;42
77;514;542;1056;42
78;472;505;977;42
79;422;449;871;42
80;338;402;740;42
81;298;405;703;42
82;268;356;624;42
83;204;327;531;42
84;207;295;502;42
85;200;237;437;42
86;164;202;366;42
87;141;229;370;42
88;108;205;313;42
89;102;189;291;42
90;79;167;246;42
91;62;135;197;42
92;35;107;142;42
93;30;87;117;42
94;29;71;100;42
95;20;57;77;42
96;9;35;44;42
97;4;26;30;42
98;5;20;25;42
99;4;16;20;42
0;392;408;800;41
1;417;356;773;41
2;360;365;725;41
3;400;374;774;41
4;390;406;796;41
5;438;419;857;41
6;439;404;843;41
7;470;434;904;41
8;461;417;878;41
9;517;408;925;41
10;483;493;976;41
11;482;415;897;41
12;514;434;948;41
13;500;428;928;41
14;497;475;972;41
15;522;500;1022;41
16;501;482;983;41
17;548;526;1074;41
18;549;524;1073;41
19;589;527;1116;41
20;573;565;1138;41
21;533;579;1112;41
22;571;534;1105;41
23;522;490;1012;41
24;522;484;1006;41
25;500;455;955;41
26;465;455;920;41
27;456;424;880;41
28;453;417;870;41
29;448;379;827;41
30;432;367;799;41
31;401;376;777;41
32;382;401;783;41
33;395;438;833;41
34;416;398;814;41
35;429;450;879;41
36;443;436;879;41
37;434;473;907;41
38;483;419;902;41
39;498;519;1017;41
40;551;533;1084;41
41;559;576;1135;41
42;510;563;1073;41
43;549;560;1109;41
44;590;543;1133;41
45;602;553;1155;41
46;537;529;1066;41
47;528;567;1095;41
48;616;633;1249;41
49;649;656;1305;41
50;634;611;1245;41
51;666;610;1276;41
52;577;602;1179;41
53;600;567;1167;41
54;564;568;1132;41
55;571;545;1116;41
56;515;538;1053;41
57;508;494;1002;41
58;558;524;1082;41
59;545;544;1089;41
60;522;531;1053;41
61;511;506;1017;41
62;505;540;1045;41
63;491;497;988;41
64;496;488;984;41
65;535;495;1030;41
66;461;554;1015;41
67;509;507;1016;41
68;516;537;1053;41
69;563;569;1132;41
70;540;565;1105;41
71;477;528;1005;41
72;433;477;910;41
73;390;427;817;41
74;330;374;704;41
75;311;363;674;41
76;307;334;641;41
77;263;339;602;41
78;222;274;496;41
79;213;262;475;41
80;221;250;471;41
81;161;222;383;41
82;142;190;332;41
83;138;227;365;41
84;120;216;336;41
85;126;168;294;41
86;103;145;248;41
87;79;118;197;41
88;63;115;178;41
89;57;108;165;41
90;53;98;151;41
91;47;84;131;41
92;29;82;111;41
93;19;68;87;41
94;10;37;47;41
95;9;37;46;41
96;7;22;29;41
97;2;14;16;41
98;3;14;17;41
99;2;10;12;41
0;377;335;712;40
1;374;351;725;40
2;375;369;744;40
3;405;398;803;40
4;425;414;839;40
5;500;461;961;40
6;512;482;994;40
7;570;493;1063;40
8;579;544;1123;40
9;598;541;1139;40
10;565;542;1107;40
11;598;546;1144;40
12;545;550;1095;40
13;523;487;1010;40
14;588;540;1128;40
15;582;540;1122;40
16;569;566;1135;40
17;539;529;1068;40
18;586;513;1099;40
19;576;492;1068;40
20;554;457;1011;40
21;472;408;880;40
22;433;330;763;40
23;447;360;807;40
24;360;294;654;40
25;411;331;742;40
26;395;342;737;40
27;371;314;685;40
28;385;342;727;40
29;381;366;747;40
30;409;371;780;40
31;375;362;737;40
32;419;374;793;40
33;390;382;772;40
34;398;438;836;40
35;471;461;932;40
36;508;516;1024;40
37;506;500;1006;40
38;530;513;1043;40
39;616;591;1207;40
40;620;623;1243;40
41;592;639;1231;40
42;615;627;1242;40
43;719;662;1381;40
44;663;634;1297;40
45;702;646;1348;40
46;654;629;1283;40
47;698;638;1336;40
48;697;711;1408;40
49;811;709;1520;40
50;707;631;1338;40
51;653;634;1287;40
52;639;666;1305;40
53;639;612;1251;40
54;621;583;1204;40
55;595;588;1183;40
56;603;579;1182;40
57;591;560;1151;40
58;583;545;1128;40
59;557;546;1103;40
60;532;523;1055;40
61;513;502;1015;40
62;491;500;991;40
63;495;547;1042;40
64;464;499;963;40
65;487;528;1015;40
66;514;487;1001;40
67;505;551;1056;40
68;527;516;1043;40
69;514;547;1061;40
70;490;513;1003;40
71;469;503;972;40
72;395;435;830;40
73;371;430;801;40
74;326;349;675;40
75;310;338;648;40
76;279;282;561;40
77;259;321;580;40
78;248;329;577;40
79;240;273;513;40
80;164;254;418;40
81;175;227;402;40
82;127;185;312;40
83;147;178;325;40
84;106;161;267;40
85;102;183;285;40
86;101;150;251;40
87;89;124;213;40
88;56;124;180;40
89;49;108;157;40
90;49;95;144;40
91;32;99;131;40
92;31;65;96;40
93;17;56;73;40
94;21;49;70;40
95;12;35;47;40
96;7;19;26;40
97;3;21;24;40
98;4;15;19;40
99;3;4;7;40
0;411;361;772;39
1;397;361;758;39
2;390;409;799;39
3;429;356;785;39
4;451;395;846;39
5;469;453;922;39
6;498;459;957;39
7;497;518;1015;39
8;499;497;996;39
9;541;528;1069;39
10;502;504;1006;39
11;538;491;1029;39
12;563;447;1010;39
13;509;527;1036;39
14;562;512;1074;39
15;586;541;1127;39
16;554;560;1114;39
17;598;518;1116;39
18;590;563;1153;39
19;536;560;1096;39
20;580;546;1126;39
21;514;505;1019;39
22;490;449;939;39
23;476;477;953;39
24;423;433;856;39
25;505;412;917;39
26;439;387;826;39
27;480;433;913;39
28;431;441;872;39
29;455;428;883;39
30;447;426;873;39
31;424;383;807;39
32;403;401;804;39
33;391;446;837;39
34;403;460;863;39
35;471;459;930;39
36;460;461;921;39
37;496;507;1003;39
38;478;489;967;39
39;533;524;1057;39
40;575;604;1179;39
41;538;583;1121;39
42;602;577;1179;39
43;590;580;1170;39
44;674;610;1284;39
45;593;605;1198;39
46;600;612;1212;39
47;626;656;1282;39
48;627;684;1311;39
49;719;674;1393;39
50;674;668;1342;39
51;701;703;1404;39
52;649;639;1288;39
53;599;627;1226;39
54;584;600;1184;39
55;577;583;1160;39
56;569;577;1146;39
57;585;606;1191;39
58;564;598;1162;39
59;569;615;1184;39
60;597;603;1200;39
61;583;579;1162;39
62;562;589;1151;39
63;559;603;1162;39
64;533;578;1111;39
65;571;552;1123;39
66;539;633;1172;39
67;581;584;1165;39
68;605;640;1245;39
69;619;639;1258;39
70;581;594;1175;39
71;527;536;1063;39
72;435;552;987;39
73;433;515;948;39
74;354;443;797;39
75;378;390;768;39
76;303;363;666;39
77;287;381;668;39
78;259;342;601;39
79;259;327;586;39
80;230;291;521;39
81;201;239;440;39
82;189;231;420;39
83;143;227;370;39
84;130;210;340;39
85;110;192;302;39
86;90;177;267;39
87;88;149;237;39
88;74;148;222;39
89;66;126;192;39
90;59;90;149;39
91;39;86;125;39
92;33;66;99;39
93;21;57;78;39
94;18;54;72;39
95;9;41;50;39
96;8;33;41;39
97;8;19;27;39
98;5;14;19;39
99;2;6;8;39
0;267;286;553;38
1;278;297;575;38
2;311;261;572;38
3;302;289;591;38
4;341;360;701;38
5;374;347;721;38
6;375;342;717;38
7;426;386;812;38
8;406;389;795;38
9;454;425;879;38
10;451;409;860;38
11;474;432;906;38
12;445;407;852;38
13;435;419;854;38
14;449;432;881;38
15;458;467;925;38
16;505;418;923;38
17;481;457;938;38
18;487;411;898;38
19;458;442;900;38
20;474;378;852;38
21;400;325;725;38
22;319;261;580;38
23;318;301;619;38
24;328;279;607;38
25;327;280;607;38
26;320;260;580;38
27;313;332;645;38
28;297;281;578;38
29;354;281;635;38
30;322;318;640;38
31;311;291;602;38
32;287;284;571;38
33;317;323;640;38
34;336;292;628;38
35;333;332;665;38
36;385;382;767;38
37;381;374;755;38
38;397;391;788;38
39;411;458;869;38
40;457;475;932;38
41;472;492;964;38
42;474;468;942;38
43;524;510;1034;38
44;535;516;1051;38
45;499;517;1016;38
46;491;471;962;38
47;530;502;1032;38
48;565;552;1117;38
49;655;626;1281;38
50;626;659;1285;38
51;564;590;1154;38
52;592;620;1212;38
53;542;543;1085;38
54;578;576;1154;38
55;561;547;1108;38
56;578;574;1152;38
57;573;577;1150;38
58;564;603;1167;38
59;552;542;1094;38
60;541;513;1054;38
61;512;561;1073;38
62;592;502;1094;38
63;562;533;1095;38
64;514;522;1036;38
65;553;551;1104;38
66;528;546;1074;38
67;567;537;1104;38
68;606;598;1204;38
69;609;603;1212;38
70;598;573;1171;38
71;517;511;1028;38
72;458;468;926;38
73;433;449;882;38
74;370;387;757;38
75;321;360;681;38
76;297;318;615;38
77;280;318;598;38
78;239;280;519;38
79;225;264;489;38
80;193;249;442;38
81;171;224;395;38
82;159;194;353;38
83;137;192;329;38
84;127;193;320;38
85;100;151;251;38
86;113;146;259;38
87;77;140;217;38
88;55;105;160;38
89;52;98;150;38
90;48;94;142;38
91;36;68;104;38
92;20;69;89;38
93;13;53;66;38
94;12;45;57;38
95;12;38;50;38
96;6;21;27;38
97;6;27;33;38
98;1;11;12;38
99;2;9;11;38
0;224;209;433;37
1;208;193;401;37
2;205;213;418;37
3;238;216;454;37
4;273;228;501;37
5;247;228;475;37
6;278;250;528;37
7;301;252;553;37
8;276;288;564;37
9;288;290;578;37
10;299;301;600;37
11;291;284;575;37
12;327;279;606;37
13;322;305;627;37
14;325;326;651;37
15;342;323;665;37
16;363;320;683;37
17;316;297;613;37
18;338;359;697;37
19;316;344;660;37
20;354;303;657;37
21;270;262;532;37
22;298;228;526;37
23;287;277;564;37
24;269;224;493;37
25;271;234;505;37
26;282;223;505;37
27;236;232;468;37
28;253;205;458;37
29;245;253;498;37
30;242;224;466;37
31;229;201;430;37
32;237;207;444;37
33;242;240;482;37
34;204;257;461;37
35;261;268;529;37
36;273;271;544;37
37;280;267;547;37
38;296;271;567;37
39;284;299;583;37
40;342;352;694;37
41;329;333;662;37
42;301;324;625;37
43;344;345;689;37
44;365;373;738;37
45;343;360;703;37
46;343;360;703;37
47;380;338;718;37
48;395;393;788;37
49;449;455;904;37
50;432;440;872;37
51;390;427;817;37
52;419;440;859;37
53;429;411;840;37
54;392;453;845;37
55;413;402;815;37
56;434;430;864;37
57;403;412;815;37
58;401;412;813;37
59;405;432;837;37
60;435;448;883;37
61;405;425;830;37
62;437;422;859;37
63;437;448;885;37
64;438;427;865;37
65;449;448;897;37
66;412;420;832;37
67;429;453;882;37
68;464;541;1005;37
69;481;476;957;37
70;445;465;910;37
71;460;472;932;37
72;392;421;813;37
73;348;375;723;37
74;335;320;655;37
75;290;298;588;37
76;262;308;570;37
77;258;297;555;37
78;235;263;498;37
79;210;249;459;37
80;182;200;382;37
81;152;223;375;37
82;167;211;378;37
83;124;191;315;37
84;110;162;272;37
85;92;146;238;37
86;95;140;235;37
87;75;127;202;37
88;55;113;168;37
89;55;110;165;37
90;44;73;117;37
91;33;77;110;37
92;25;73;98;37
93;20;41;61;37
94;20;45;65;37
95;11;32;43;37
96;5;22;27;37
97;5;12;17;37
98;2;15;17;37
99;3;10;13;37
0;207;205;412;36
1;225;211;436;36
2;213;185;398;36
3;255;223;478;36
4;214;258;472;36
5;262;257;519;36
6;264;245;509;36
7;271;258;529;36
8;293;274;567;36
9;287;282;569;36
10;288;294;582;36
11;302;301;603;36
12;297;289;586;36
13;278;267;545;36
14;326;288;614;36
15;318;330;648;36
16;338;342;680;36
17;361;308;669;36
18;341;304;645;36
19;314;280;594;36
20;337;235;572;36
21;251;212;463;36
22;238;184;422;36
23;239;188;427;36
24;252;200;452;36
25;234;198;432;36
26;252;197;449;36
27;227;208;435;36
28;230;199;429;36
29;237;193;430;36
30;220;199;419;36
31;266;215;481;36
32;222;221;443;36
33;255;231;486;36
34;255;225;480;36
35;266;266;532;36
36;285;237;522;36
37;290;273;563;36
38;286;305;591;36
39;332;283;615;36
40;326;332;658;36
41;348;311;659;36
42;332;321;653;36
43;348;364;712;36
44;412;349;761;36
45;347;327;674;36
46;386;348;734;36
47;366;375;741;36
48;470;398;868;36
49;490;446;936;36
50;494;440;934;36
51;446;430;876;36
52;484;464;948;36
53;419;463;882;36
54;487;441;928;36
55;497;447;944;36
56;492;475;967;36
57;438;471;909;36
58;525;454;979;36
59;502;504;1006;36
60;467;491;958;36
61;486;460;946;36
62;452;467;919;36
63;483;491;974;36
64;477;481;958;36
65;483;471;954;36
66;491;490;981;36
67;520;490;1010;36
68;527;487;1014;36
69;576;503;1079;36
70;512;476;988;36
71;477;453;930;36
72;426;408;834;36
73;383;375;758;36
74;348;355;703;36
75;317;333;650;36
76;296;289;585;36
77;283;301;584;36
78;243;294;537;36
79;227;279;506;36
80;194;252;446;36
81;166;213;379;36
82;149;205;354;36
83;143;195;338;36
84;135;164;299;36
85;131;185;316;36
86;100;150;250;36
87;74;157;231;36
88;70;124;194;36
89;48;136;184;36
90;50;105;155;36
91;34;86;120;36
92;30;66;96;36
93;24;37;61;36
94;18;41;59;36
95;6;31;37;36
96;5;23;28;36
97;5;15;20;36
98;2;12;14;36
99;3;6;9;36
0;238;216;454;35
1;239;232;471;35
2;268;223;491;35
3;290;272;562;35
4;276;273;549;35
5;337;289;626;35
6;324;325;649;35
7;330;267;597;35
8;326;332;658;35
9;346;310;656;35
10;376;308;684;35
11;345;330;675;35
12;350;342;692;35
13;345;323;668;35
14;364;366;730;35
15;370;375;745;35
16;388;399;787;35
17;426;375;801;35
18;422;408;830;35
19;494;402;896;35
20;455;367;822;35
21;400;300;700;35
22;389;262;651;35
23;364;258;622;35
24;341;281;622;35
25;319;238;557;35
26;298;266;564;35
27;271;223;494;35
28;260;220;480;35
29;304;230;534;35
30;260;260;520;35
31;262;249;511;35
32;246;239;485;35
33;275;254;529;35
34;273;263;536;35
35;296;307;603;35
36;318;281;599;35
37;328;327;655;35
38;298;294;592;35
39;332;347;679;35
40;351;388;739;35
41;374;386;760;35
42;336;343;679;35
43;397;435;832;35
44;407;392;799;35
45;379;362;741;35
46;391;409;800;35
47;384;409;793;35
48;457;445;902;35
49;457;475;932;35
50;487;456;943;35
51;435;492;927;35
52;450;487;937;35
53;461;484;945;35
54;435;478;913;35
55;491;548;1039;35
56;456;450;906;35
57;473;484;957;35
58;483;535;1018;35
59;484;552;1036;35
60;512;511;1023;35
61;513;517;1030;35
62;551;534;1085;35
63;510;510;1020;35
64;467;449;916;35
65;474;467;941;35
66;517;487;1004;35
67;512;517;1029;35
68;557;512;1069;35
69;486;594;1080;35
70;502;502;1004;35
71;429;438;867;35
72;442;418;860;35
73;374;431;805;35
74;326;332;658;35
75;295;354;649;35
76;288;308;596;35
77;236;331;567;35
78;238;285;523;35
79;227;287;514;35
80;209;251;460;35
81;209;238;447;35
82;154;213;367;35
83;159;193;352;35
84;127;218;345;35
85;131;177;308;35
86;80;159;239;35
87;91;142;233;35
88;74;130;204;35
89;70;134;204;35
90;49;108;157;35
91;38;88;126;35
92;38;92;130;35
93;35;65;100;35
94;22;50;72;35
95;6;59;65;35
96;8;22;30;35
97;6;27;33;35
98;3;21;24;35
99;5;11;16;35
0;434;381;815;34
1;434;392;826;34
2;449;425;874;34
3;482;471;953;34
4;502;432;934;34
5;560;510;1070;34
6;557;531;1088;34
7;644;576;1220;34
8;607;555;1162;34
9;589;598;1187;34
10;550;575;1125;34
11;579;617;1196;34
12;598;564;1162;34
13;552;540;1092;34
14;567;591;1158;34
15;630;628;1258;34
16;608;632;1240;34
17;618;589;1207;34
18;660;661;1321;34
19;629;555;1184;34
20;634;466;1100;34
21;481;352;833;34
22;422;349;771;34
23;380;326;706;34
24;360;329;689;34
